DESTINO,ORIGEN,UNIDAD,FOBDOL,FOBPES
GUY,CTG,33,2500,9891267
GUY,CTG,33,20050,79331455
GUY,CTG,11,292,1153791
GUY,CTG,11,52219,202163248
HTI,CTG,33,34084,135760569
HTI,CTG,33,5750,22899375
HTI,CTG,11,15985,63914583
HTI,CTG,33,33628,133056540
HTI,CTG,33,21692,85306568
HTI,CTG,33,2427,9543098
HTI,CTG,33,1545,6074279
HTI,CTG,33,1654,6504504
HTI,CTG,33,644,2534161
HTI,CTG,33,17,65163
HTI,CTG,11,16,64888
HTI,CTG,11,1533,6129236
HTI,CTG,82,3409,13634057
HTI,CTG,11,1170,4676777
HTI,CTG,11,843,3368865
HTI,CTG,11,25520,102041815
HTI,CTG,11,6125,24445657
HTI,CTG,33,50140,197703524
HTI,CTG,33,44766,177129624
HTI,CTG,33,6623,26206927
HTI,CTG,33,69283,271989084
HTI,CTG,11,187257,739806601
HTI,CTG,33,7600,30388676
HTI,CTG,11,278,1110375
HTI,CTG,11,382,1528766
HTI,CTG,11,2224,8895800
HTI,CTG,11,556,2223950
HTI,CTG,33,23280,92712600
HTI,CTG,33,2151,8510991
HTI,CTG,33,13674,53991704
HND,CTG,82,56985,227345105
HND,CTG,33,28438,113747441
HND,CTG,33,3740,14896981
HND,CTG,33,15698,62525497
HND,CTG,33,8549,34050356
HND,CTG,33,2,7966
HND,CTG,82,8,31916
HND,CTG,33,27900,111558429
HND,CTG,33,493607,1954822080
HND,CTG,33,80117,317002158
HND,CTG,33,22229,85465282
HND,CTG,11,3254,12509243
HND,CTG,11,2153,8230364
HND,CTG,33,2828,11284442
HND,CTG,33,15425,61538091
HND,CTG,33,22496,89749555
HND,CTG,33,958,3823984
HND,CTG,33,2871,11453998
HND,CTG,33,3574,14258652
HND,CTG,33,11075,44185264
HND,CTG,33,7138,28477248
HND,CTG,33,28173,112649143
HND,CTG,33,37410,143835457
HND,CTG,33,21925,84298651
HND,CTG,11,3108,11948862
HND,CTG,33,9379,36058935
HND,CTG,19,721,2882366
HND,CTG,33,16676,66678913
HND,CTG,33,402,1609400
HND,CTG,33,968,3870118
HND,CTG,11,7798,29806142
HND,CTG,11,1100,4203223
HND,CTG,11,2345,9378105
HND,CTG,11,16253,64726776
HND,CTG,11,36500,145618575
HND,CTG,11,818,3270301
HND,CTG,11,2698,10310668
HND,CTG,11,9,37701
HND,CTG,82,37,148611
HND,CTG,11,588,2345816
HND,CTG,33,190,756419
HND,CTG,33,17,66426
HND,CTG,11,579,2311146
HND,CTG,11,25,100138
HND,CTG,11,51,201672
HND,CTG,11,41,164569
HND,CTG,11,5,20546
HND,CTG,11,86,343500
HND,CTG,33,61,241408
HND,CTG,33,3,11370
HND,CTG,33,25,100762
HND,CTG,33,29,115157
HND,CTG,11,3241,12960850
HND,CTG,11,46879,187446950
HND,CTG,11,65,259103
HND,CTG,11,342,1369090
HND,CTG,11,615,2459084
HND,CTG,11,274,1093992
HND,CTG,11,117,467826
HND,CTG,33,8523,33715965
HND,CTG,33,6224,24622623
HND,CTG,33,56,218337
HND,CTG,33,223,880658
HND,CTG,33,512,2025450
HND,CTG,33,935,3698669
HND,CTG,33,79,314413
HND,CTG,33,802,3171343
HND,CTG,33,6400,25321286
HND,CTG,19,28520,110413754
HND,CTG,19,18501,73993454
HND,CTG,33,19803,78357301
HND,CTG,33,195,771568
HND,CTG,33,5819,22885039
HND,CTG,11,55510,219590899
HND,CTG,11,2407,9524317
HND,CTG,33,30153,120609366
HND,CTG,11,10554,42117752
HND,CTG,33,1525,6086092
HND,CTG,33,4206,16791559
HND,CTG,33,3117,12469039
HND,CTG,33,11959,47695968
HND,CTG,33,31432,124622417
HND,CTG,33,1099,4340112
HND,CTG,33,192690,763028717
HND,CTG,33,17092,67489156
HND,CTG,33,236,930868
HND,CTG,33,1498,5915229
HND,CTG,11,1,3991
HND,CTG,33,0,998
HND,CTG,33,1,3991
HND,CTG,11,17,67845
HND,CTG,33,13,51562
HND,CTG,33,14,55872
HND,CTG,33,1,3991
HND,CTG,11,4,14367
HND,CTG,82,53614,211401532
HND,CTG,33,4680,18324212
HND,CTG,33,61909,244449373
HND,CTG,33,796,3137075
HND,CTG,33,29511,116361102
HND,CTG,33,2295,9049254
HND,CTG,33,13355,51704763
HND,CTG,13,9773,37837036
HND,CTG,33,105248,420835180
HND,CTG,33,43354,172658579
HND,CTG,33,149132,586475012
HND,CTG,33,30800,121615032
HND,CTG,33,17879,70496881
HND,CTG,33,1380,5439804
HND,CTG,11,2104,8295110
HND,CTG,11,275492,1093826386
HND,CTG,11,107111,425161672
HND,CTG,11,8540,33373088
HND,CTG,11,11261,45026421
HND,CTG,11,4,14395
HND,CTG,33,94245,360208529
HND,CTG,11,46456,185821379
HND,CTG,11,8011,32043639
HND,CTG,11,11719,45057213
HND,CTG,33,111982,447916322
HND,CTG,11,12976,49888986
HND,CTG,11,96898,372553554
HND,CTG,61,61075,241603828
HND,CTG,67,75623,297636602
HND,CTG,67,29736,117723979
HND,CTG,33,2090,8356886
HND,CTG,33,1323,5288429
HND,CTG,33,802,3205206
HND,CTG,33,385,1538787
HND,CTG,33,13186,52724113
HND,CTG,33,5034,19241346
HND,CTG,33,13132,51264349
HND,CTG,33,14777,58001949
HND,CTG,11,1115,4286925
HND,CTG,11,39,148756
HND,CTG,11,617,2374132
HND,CTG,11,198,759388
HND,CTG,33,2730,10915932
HND,CTG,11,6677,25671719
HND,CTG,11,640,2559942
HND,CTG,11,484,1847961
HND,CTG,33,6287,24872200
HND,CTG,33,41,163493
HND,CTG,11,3695,14620703
HND,CTG,11,3457,13679983
HND,CTG,33,44836,177038674
HND,CTG,33,47074,185874835
HND,CTG,33,21198,83702020
HND,CTG,33,8079,31898359
HND,CTG,11,438,1721177
HND,CTG,11,7208,28346109
HND,CTG,33,1320,5191019
HND,CTG,11,2786,10955409
HND,CTG,11,2754,10830864
HND,CTG,11,260,1022985
HND,CTG,11,62,242248
HND,CTG,11,89,348309
HND,CTG,11,1048,4120017
HND,CTG,11,361,1418564
HND,CTG,33,1240,4889357
HND,CTG,33,890,3509297
HND,CTG,33,8423,33211314
HND,CTG,11,6572,25732206
HND,CTG,11,34090,134417893
HND,CTG,11,2166,8540603
HND,CTG,11,100,392923
HND,CTG,11,2550,10054726
HND,CTG,82,11850,46723328
HND,CTG,82,14465,57034509
HND,CTG,33,4159,16399062
HND,CTG,11,4444,17520854
HND,CTG,33,55427,218548628
HND,CTG,33,1814,7151552
HND,CTG,11,3010,11989282
HND,CTG,11,1505,5933314
HND,CTG,33,20,78861
HND,CTG,11,30,118291
HND,CTG,11,104,410075
HND,CTG,11,625,2464394
HND,CTG,11,55001,216297484
HND,CTG,33,45031,177090073
HND,CTG,11,10014,39314153
HND,CTG,11,230,902927
HND,CTG,33,8723,34244178
HND,CTG,33,42358,170413842
HND,CTG,33,65800,256843625
HND,CTG,33,36392,144083731
HND,CTG,33,91880,361254992
HND,CTG,33,30701,123517375
HND,CTG,33,201546,770317360
HND,CTG,33,303441,1218916672
HND,CTG,33,60865,243371070
HND,CTG,33,7088,28518082
HND,CTG,33,172993,661189042
HND,CTG,33,5900,22685878
HND,CTG,11,8420,33309736
HND,CTG,11,4101,16221323
HND,CTG,11,6375,25220673
HND,CTG,33,72884,288321545
HND,CTG,33,183237,724863584
HND,CTG,33,4675,18494491
HND,CTG,33,6519,25787630
HND,CTG,33,16602,65674452
HND,CTG,33,311322,1227552932
HND,CTG,33,114894,458737027
HND,CTG,33,37819,145405870
HND,CTG,33,11561,44448041
HND,CTG,33,5883,22620824
HND,CTG,33,636,2447029
HND,CTG,33,6731,25878263
HND,CTG,33,30211,120825020
HND,CTG,11,53280,210085466
HND,CTG,11,13594,53600919
HND,CTG,33,49880,195300983
HND,CTG,33,700,2760121
HND,CTG,11,61,239539
HND,CTG,11,84,332989
HND,CTG,33,51001,197448209
HND,CTG,11,414,1637774
HND,CTG,11,6944,27469710
HND,CTG,11,4632,18322014
HND,CTG,11,284,1123114
HND,CTG,11,357,1410667
HND,CTG,33,11116,44449037
HND,CTG,33,39576,158243032
HND,CTG,33,12801,51186886
HND,CTG,33,29494,116457252
HND,CTG,33,14611,56174750
HND,CTG,33,16103,61914129
HND,CTG,33,117500,469824925
HND,CTG,11,17965,68663128
HND,CTG,11,664,2538606
HND,CTG,11,2337,8933660
HND,CTG,11,6288,24032668
HND,CTG,11,987,3772363
HND,CTG,11,18554,70912672
HND,CTG,33,105911,423487552
HND,CTG,33,126220,504691932
HND,CTG,33,230,917596
HND,CTG,11,462,1767698
HND,CTG,11,14060,56093073
HND,CTG,11,2760,11011158
HND,CTG,11,8400,33512220
HND,CTG,11,6800,27128940
HND,CTG,11,7976,31820651
HND,CTG,11,157,600635
HND,CTG,11,78,296973
HND,CTG,11,228525,919405514
HND,CTG,33,8478,33769146
HND,CTG,33,6895,27275793
HND,CTG,11,18244,71433183
HND,CTG,11,23541,92173059
HND,CTG,11,3489,13659056
HND,CTG,11,6844,27074953
HND,CTG,11,1,3915
HND,CTG,11,1,3915
HND,CTG,11,2,8810
HND,CTG,11,1,3915
HND,CTG,11,2,9789
HND,CTG,11,110303,435099940
HND,CTG,11,41012,161438848
HND,CTG,33,28944,113894061
HND,CTG,11,463,1792985
HND,CTG,11,1796,6955060
HND,CTG,11,130,502050
HND,CTG,11,157,607663
HND,CTG,11,1306,5157583
HND,CTG,11,122,472859
HND,CTG,11,2089,8197633
HND,CTG,11,461,1783732
HND,CTG,11,1253,4851508
HND,CTG,11,279,1081451
HND,CTG,11,17313,67787840
HND,CTG,11,7795,30288102
HND,CTG,33,11330,44735774
HND,CTG,33,3651,14415646
HND,CTG,11,50,199544
HND,CTG,11,57805,227055416
HND,CTG,11,196,771021
HND,CTG,11,44640,179596094
HND,CTG,19,4976,19903552
HND,CTG,19,3880,15479454
HND,CTG,19,1831,7305664
HND,CTG,11,202806,807674895
HND,CTG,11,71031,284116567
HND,CTG,33,2908,11626268
HND,CTG,33,3115,12453799
HND,CTG,33,213122,852170688
HND,CTG,11,32937,125886861
HND,CTG,11,91616,366453755
HND,CTG,11,16617,65734858
HND,CTG,11,13000,51992590
HND,CTG,33,9981,39078458
HND,CTG,33,14483,56705646
HND,CTG,33,3508,13736425
HND,CTG,33,11668,45683514
HND,CTG,33,1042,4080505
HND,CTG,33,496,1943463
HND,CTG,33,1892,7406388
HND,CTG,33,3440,13467826
HND,CTG,33,4921,19267087
HND,CTG,33,22470,87981670
HND,CTG,33,1091,4270246
HND,CTG,33,3051,11945468
HND,CTG,33,45940,183692749
HND,CTG,33,319,1275805
HND,CTG,11,34253,136961683
HND,CTG,33,18000,70786620
HND,CTG,33,7200,28314648
HND,CTG,33,4800,18876432
HND,CTG,33,144684,556284412
HND,SMR,33,27900,111129885
HND,SMR,33,14478,57668046
HND,SMR,11,31076,123780529
HND,SMR,33,13266,53044234
HND,SMR,11,8487,33935354
HND,SMR,11,2488,9949093
HND,SMR,11,2383,9526850
HND,SMR,11,11316,45262982
HND,SMR,11,16221,64881740
HND,SMR,11,106856,427262905
HND,SMR,11,228525,919405514
HND,SMR,11,17128,68224827
HND,SMR,11,2200,8762930
HND,SMR,11,123556,492142081
HND,SMR,11,9012,35894555
HKG,CTG,33,9831,38890256
HKG,CTG,19,21382,85040264
HKG,CTG,11,61,238802
HKG,CTG,33,353,1406052
HKG,CTG,33,449,1787638
HKG,CTG,33,8208,32694492
HKG,CTG,33,1263222,5082207704
HUN,CTG,33,23572,94275604
IND,CTG,67,19875,76944682
IND,CTG,67,24096,93285453
IND,CTG,33,19470,74414740
IND,CTG,67,26340,104916171
IND,CTG,33,4568,17458933
IND,CTG,67,110862,441859196
IND,CTG,33,37785,150793804
IND,CTG,33,25233,96440259
IND,CTG,67,47881,189454377
IND,CTG,33,3753,15010981
IND,CTG,33,914,3656039
IND,CTG,67,91316,353524825
IND,CTG,67,96012,382846303
IND,CTG,67,24316,96190070
IND,CTG,67,45317,178936145
IND,CTG,67,49797,196480396
IND,CTG,33,2517088,10064600939
IND,CTG,67,86754,341168503
IND,CTG,67,14314,56289520
IND,CTG,33,2284659,9191661567
IND,CTG,67,20401,78982226
IND,CTG,33,58351,230881694
IND,CTG,33,61032,243101602
IND,CTG,33,54806,219140340
IND,CTG,33,29390,112330050
IND,CVE,67,256092929,1016906716036
IDN,CTG,33,38891,155507452
IDN,CTG,33,59420,227106211
IRQ,CTG,11,1350000,5226457500
ISR,CTG,33,35523,140526308
ISR,CTG,33,327235,1305521192
ISR,CTG,33,10002,39566712
ISR,CTG,33,327002,1280352814
ISR,CTG,11,36165,144050620
ISR,CTG,33,168896,649373299
ISR,CTG,33,54677,218211142
ISR,CTG,33,84107,323377203
ISR,CTG,33,107293,428050070
ISR,CTG,33,95115,363532604
ISR,CTG,33,162347,649294382
ISR,CTG,33,76896,307576119
ISR,CTG,67,18970,75851735
ITA,CTG,33,87803,335588603
ITA,CTG,33,36796,145087614
ITA,CTG,33,173880,692609000
ITA,CTG,33,85578,340870011
ITA,CTG,82,119576,468191105
ITA,CTG,82,98774,394948867
ITA,CTG,82,4084,15609367
ITA,CTG,33,83562,328616501
ITA,CTG,33,1150,4596287
ITA,CTG,33,1862,7445226
ITA,CTG,33,1526,6103326
ITA,CTG,82,382347,1503612652
ITA,CTG,33,92835,363489257
ITA,CTG,11,9215,36855027
ITA,CTG,11,74255,296978634
ITA,CTG,11,6784,27133333
ITA,CTG,11,153,610313
ITA,CTG,33,248506,991425118
ITA,CTG,11,8203,32259862
ITA,CTG,33,196211,749927144
ITA,CTG,82,19968,78843104
ITA,CTG,33,53890,205970504
ITA,CTG,33,252278,1004696259
ITA,CTG,33,36072,142728247
ITA,CTG,33,112847,449413178
ITA,CTG,33,159774,637637584
ITA,CTG,33,101778,389001713
ITA,CTG,33,29987,117412508
ITA,CTG,33,21600,84796632
ITA,CTG,33,95326,380307764
ITA,CTG,33,2635,10538498
ITA,CTG,33,251199,991867957
ITA,CTG,33,33300,130728141
JAM,CTG,11,457128,1794521084
JAM,CTG,11,31969,127851544
JAM,CTG,11,98378,376003877
JAM,CTG,33,80441,315586208
JAM,CTG,11,42857,168539875
JAM,CTG,11,11573,45510094
JAM,CTG,33,32433,127885554
JAM,CTG,33,39503,155045768
JAM,CTG,11,5984,23933861
JAM,CTG,82,65,248815
JAM,CTG,11,1673,6393525
JAM,CTG,11,69463,265492244
JAM,CTG,11,4394,16793323
JAM,CTG,11,4689,17922739
JAM,CTG,11,54972,210106879
JAM,CTG,11,32114,122740970
JAM,CTG,11,47659,182156572
JAM,CTG,11,8710,33291661
JAM,CTG,11,1002,3831605
JAM,CTG,11,2132,8150483
JAM,CTG,11,2862,10938707
JAM,CTG,11,60426,230950811
JAM,CTG,11,10660,40744200
JAM,CTG,11,1770,6763882
JAM,CTG,33,18254,73016157
JAM,CTG,11,1682,6726649
JAM,CTG,11,61495,244915364
JAM,CTG,11,48880,191420441
JAM,CTG,11,49019,193384099
JAM,CTG,11,22390,89559665
JAM,CTG,13,11,42998
JAM,CTG,33,18204,71779194
JAM,CTG,33,39503,155045809
JAM,CTG,11,17050,67448703
JAM,CTG,33,209,824882
JAM,CTG,33,84274,333453021
JAM,CTG,33,37814,149618944
JAM,CTG,33,45431,181310068
JAM,CTG,11,14838,59696390
JAM,CTG,11,7725,31079981
JAM,CTG,11,150062,603732548
JAM,CTG,33,35877,141924355
JAM,CTG,33,53052,213437768
JAM,CTG,33,20753,82982198
JAM,CTG,82,68733,273773849
JAM,CTG,82,10,39832
JAM,CTG,33,20678,81819466
JAM,CTG,33,11341,44862804
JAM,CTG,11,7750,30656844
JAM,CTG,11,10364,41000679
JAM,CTG,33,10339,39752260
JAM,CTG,82,8892,35970096
JAM,CTG,82,19459,77824908
JAM,CTG,11,119793,478079049
JAM,CTG,33,13138,52330625
JAM,CTG,11,51340,204891021
JAM,CTG,11,63346,242113376
JAM,CTG,11,109813,438248829
JAM,CTG,11,608,2459494
JAM,CTG,11,50178,202980685
JAM,CTG,11,1104,4465923
JAM,CTG,11,120143,480502039
JAM,CTG,11,34965,139840310
JAM,CTG,11,9886,39539965
JAM,CTG,33,10154,39757668
JAM,CTG,33,7073,27767756
JAM,CTG,33,4863,19175743
JAM,CTG,33,32752,129141843
JAM,CTG,33,2808,11072028
JAM,CTG,33,2322,9156425
JAM,CTG,33,689,2716590
JAM,CTG,33,46120,181850572
JAM,CTG,33,45363,174410963
JAM,CTG,33,2320,8981377
JAM,CTG,33,44996,174198022
JAM,CTG,33,2328,9012736
JAM,CTG,33,94564,374085221
JAM,CTG,33,4025,15921626
JAM,CVE,67,20281360,79410246951
JPN,CTG,33,547869,2150807684
JPN,CTG,33,559216,2227443202
JPN,CTG,33,134673,532868739
JPN,CTG,33,166750,659789730
JPN,CTG,33,32375,128953685
JPN,CTG,33,15524,60781569
JPN,CTG,33,43079,168673592
JPN,CTG,33,4215,16503537
JPN,CTG,33,68205,267757143
JPN,CTG,33,3080,12091372
JPN,CTG,33,443407,1772969123
JPN,CTG,33,287125,1143662183
JOR,CTG,33,239782,955089267
JOR,CTG,11,1910437,7532911390
JOR,CTG,67,7578,29878310
KWT,CTG,33,158960,622395891
LVA,CTG,33,103672,396241058
LVA,CTG,33,93025,355544902
LBR,CTG,11,76440,304422300
MDG,CTG,11,3440,13226146
MDG,CTG,11,22800,87661668
MDG,CTG,33,22755,87488652
MYS,CTG,33,102412,405690624
MYS,CTG,33,9625,38485659
MYS,CTG,33,1064,4280695
MYS,CTG,11,3000,12069630
MYS,CTG,33,27880,109639665
MYS,CTG,33,131787,524841728
MYS,CTG,33,292998,1166864455
MYS,CTG,33,169623,664146513
MYS,CTG,33,77672,309329736
MYS,CTG,33,62563,242207629
MLT,CTG,11,10388,40671647
MLT,CTG,11,12185,47710454
MAR,CTG,33,80632,308179536
MAR,CTG,33,19839,79023187
MTQ,CTG,33,21044,83675628
MTQ,CTG,33,4977,19650462
MTQ,CTG,33,12528,49559265
MTQ,CTG,33,5184,20386547
MTQ,CTG,33,27605,108558360
MTQ,CTG,33,2880,11355926
MTQ,CTG,33,28512,112423671
MTQ,CTG,33,24320,96207002
MEX,CTG,33,8360,33427544
MEX,CTG,33,49420,198827038
MEX,CTG,33,72643,289349121
MEX,CTG,33,26227,104905960
MEX,CTG,33,83711,334838426
MEX,CTG,11,1890,7540250
MEX,CTG,11,5895,23572176
MEX,CTG,33,56582,226242373
MEX,CTG,33,33866,135413460
MEX,CTG,33,111707,426951268
MEX,CTG,33,18340,70097811
MEX,CTG,11,18215,69617494
MEX,CTG,11,264975,1012748310
MEX,CTG,33,1082,4158662
MEX,CTG,33,26000,103997660
MEX,CTG,33,4763,18313868
MEX,CTG,33,47230,181592183
MEX,CTG,11,6400,25590464
MEX,CTG,82,7752,30926992
MEX,CTG,11,418,1683311
MEX,CTG,11,111321,444120696
MEX,CTG,33,65834,262646279
MEX,CTG,33,248,953513
MEX,CTG,11,60533,242041806
MEX,CTG,11,160308,641216612
MEX,CTG,11,901,3464174
MEX,CTG,11,70568,281533008
MEX,CTG,11,4396,16900247
MEX,CTG,11,2850,11394834
MEX,CTG,11,6347,25378823
MEX,CTG,33,9,34399
MEX,CTG,11,80,319793
MEX,CTG,11,6,23937
MEX,CTG,11,3000,11968650
MEX,CTG,33,75262,294684463
MEX,CTG,33,49200,195970980
MEX,CTG,33,35992,143363526
MEX,CTG,33,66345,264262087
MEX,CTG,33,2020,8047955
MEX,CTG,11,9189,36599891
MEX,CTG,33,2332,9288706
MEX,CTG,33,12501,49795190
MEX,CTG,11,19364,77129358
MEX,CTG,11,5000,19577150
MEX,CTG,33,6017,24013843
MEX,CTG,33,15765,62914667
MEX,CTG,33,262662,1048007802
MEX,CTG,33,56617,227782885
MEX,CTG,11,19538,78605799
MEX,CTG,11,145708,580282906
MEX,CTG,33,5738,22899310
MEX,CTG,33,62288,248583175
MEX,CTG,33,92040,360376177
MEX,CTG,11,37,147377
MEX,CTG,11,2149,8578157
MEX,CTG,11,612,2442419
MEX,CTG,11,6112,24392578
MEX,CTG,11,159,633113
MEX,CTG,11,7821,31213151
MEX,CTG,11,758,3024768
MEX,CTG,11,273,1087595
MEX,CTG,11,264,1051677
MEX,CTG,11,803,3203878
MEX,CTG,11,209,833296
MEX,CTG,11,1359,5425522
MEX,CTG,11,778,3103308
MEX,CTG,11,5624,22443432
MEX,CTG,11,4903,19568562
MEX,CTG,11,5354,21368289
MEX,CTG,11,11328,45206773
MEX,CTG,11,701,2797767
MEX,CTG,11,170,678130
MEX,CTG,11,5238,20904229
MEX,CTG,11,293,1168530
MEX,CTG,11,855,3413639
MEX,CTG,11,303,1209716
MEX,CTG,11,7147,28522181
MEX,CTG,11,3729,14880555
MEX,CTG,11,519,2069830
MEX,CTG,11,661,2639728
MEX,CTG,11,1479,5903948
MEX,CTG,11,228,909442
MEX,CTG,11,512,2042053
MEX,CTG,11,4844,19333419
MEX,CTG,11,2183,8710335
MEX,CTG,11,2799,11168557
MEX,CTG,11,1930,7700802
MEX,CTG,11,1823,7276971
MEX,CTG,11,1677,6693664
MEX,CTG,11,197,787321
MEX,CTG,11,169,676215
MEX,CTG,11,2616,10440142
MEX,CTG,11,1204,4804860
MEX,CTG,11,552,2202008
MEX,CTG,11,41197,164095464
MEX,CTG,11,478,1903946
MEX,CTG,33,48,191498
MEX,CTG,11,4067,16226537
MEX,CTG,11,147275,582733412
MEX,CTG,33,51044,203282013
MEX,CTG,33,30240,118921522
MEX,CTG,33,3707,14636330
MEX,CTG,33,25914,102322347
MEX,CTG,33,12880,49228004
MEX,CTG,33,47929,189251508
MEX,CTG,33,8067,31851964
MEX,CTG,33,22208,88799910
MEX,CTG,33,64343,254564677
MEX,CTG,33,26197,100126855
MEX,CTG,33,59202,226273692
MEX,CTG,33,19086,75361953
MEX,CTG,33,37201,146887939
MEX,CTG,33,54875,217910523
MEX,CTG,33,172288,682383483
MEX,CTG,11,11552,46007831
MEX,CTG,82,37713,150507259
MEX,CTG,82,3852,15373588
MEX,CTG,11,526,2096786
MEX,CTG,11,8230,32773984
MEX,CTG,11,11471,45683257
MEX,CTG,11,105687,422178600
MEX,CTG,11,25107,100122466
MEX,CTG,33,52253,208178323
MEX,CTG,33,172314,686353465
MEX,CTG,11,19029,75942934
MEX,CTG,11,67613,269835290
MEX,CTG,33,59268,234508104
MEX,CTG,11,49925,197540452
MEX,CTG,11,294989,1174795286
MEX,CTG,11,221515,878500138
MEX,CTG,33,19085,76339282
MEX,CTG,33,994,3958605
MEX,CTG,33,118483,452849632
MEX,CTG,33,4850,19394773
MEX,CTG,33,36564,146201720
MEX,CTG,33,93290,366017362
MEX,CTG,33,25921,102348407
MEX,CTG,33,16535,64229693
MEX,CTG,33,36736,140405950
MEX,CTG,33,30905,122282085
MEX,CTG,33,117420,457401481
MEX,CTG,33,13580,54082350
MEX,CTG,33,27771,110614187
MEX,CTG,33,1560,6159722
MEX,CTG,33,11,42902
MEX,CTG,11,3082,12321099
MEX,CTG,11,14,54992
MEX,CTG,11,15646,62523872
MEX,CTG,11,153322,605441100
MEX,CTG,33,4952,19553170
MEX,CTG,11,30364,116050853
MEX,CTG,11,37,145253
MEX,CTG,82,200609,789176106
MEX,CTG,33,95914,383513888
MEX,CTG,33,2579,10271664
MEX,CTG,11,5358,21428946
MEX,CTG,11,21925,87316312
MEX,CTG,11,253190,1005441344
MEX,CTG,11,863,3408380
MEX,CTG,11,170,666596
MEX,CTG,33,227,890561
MEX,CTG,33,1382,5527892
MEX,CTG,33,44,174097
MEX,CTG,33,0,200
MEX,CTG,33,28,111344
MEX,CTG,33,376,1501928
MEX,CTG,11,708213,2789775619
MEX,CTG,11,29455,113233695
MEX,CTG,11,520,2059494
MEX,CTG,33,20272,80045830
MEX,CTG,11,76,299144
MEX,CTG,11,6143,24568458
MEX,CTG,11,5150,20509875
MEX,CTG,11,30216,120588270
MEX,CTG,11,11801,46693289
MEX,CTG,11,16203,64112530
MEX,CTG,11,159,635627
MEX,CTG,11,58,233014
MEX,CTG,11,17599,69635019
MEX,CTG,11,62,244772
MEX,CTG,11,10884,43055146
MEX,CTG,11,553,2170951
MEX,CTG,11,426,1672025
MEX,CTG,11,10329,40618618
MEX,CTG,11,40,159715
MEX,CTG,11,8650,34226014
MEX,CTG,11,1848,7312092
MEX,CTG,11,26,102876
MEX,CTG,33,1317,5211053
MEX,CTG,11,3450,13650822
MEX,CTG,11,1730,6805521
MEX,CTG,11,9,35332
MEX,CTG,11,23,91863
MEX,CTG,11,524,2089425
MEX,CTG,11,996,3941408
MEX,CTG,11,6456,25822619
MEX,CTG,11,15779,63113780
MEX,CTG,11,2361,9443788
MEX,CTG,11,4420,17679322
MEX,CTG,11,2226,8902880
MEX,CTG,11,5128,20291531
MEX,CTG,11,438,1743823
MEX,CTG,13,158392,625416121
MEX,CTG,11,32760,130650059
MEX,CTG,11,15182,60463510
MEX,CTG,33,37323,148664860
MEX,CTG,33,55430,217032285
MEX,CTG,11,39758,158360564
MEX,CTG,11,1436,5728555
MEX,CTG,33,1137425,4539325606
MEX,CTG,33,354105,1413188607
MEX,CTG,33,135551,540968374
MEX,CTG,33,84773,334261694
MEX,CTG,33,24612,96621051
MEX,CTG,11,131465,525133018
MEX,CTG,11,5179,20624173
MEX,CTG,11,512904,2051324445
MEX,CTG,11,10000,39908800
MEX,CTG,11,34946,139194762
MEX,CTG,11,16602,66117465
MEX,CTG,11,7685,30610508
MEX,CTG,11,6000,24139260
MEX,CTG,33,99504,398008645
MEX,CTG,11,11620,46748574
MEX,CTG,11,108233,435445778
MEX,CTG,11,550,2214777
MEX,CTG,33,44983,179929591
MEX,CTG,33,60060,239188950
MEX,CTG,33,17056,67937084
MEX,CTG,33,116595,445633449
MEX,CTG,82,907,3613354
MEX,CTG,82,353,1407685
MEX,CTG,82,1452,5782737
MEX,CTG,82,1116,4444598
MEX,CTG,82,1582,6302100
MEX,CTG,82,4843,19290117
MEX,CTG,82,177,706850
MEX,CTG,82,10148,40422281
MEX,CTG,82,1462,5823286
MEX,CTG,82,1226,4881908
MEX,CTG,82,445,1772103
MEX,CTG,82,105,418948
MEX,CTG,82,26397,105141538
MEX,CTG,82,139153,554265758
MEX,CTG,82,795,3165529
MEX,CTG,82,3404,13556850
MEX,CTG,82,3065,12209669
MEX,CTG,82,912,3631796
MEX,CTG,82,3191,12710232
MEX,CTG,82,8084,32200621
MEX,CTG,82,269,1071268
MEX,CTG,33,3475,13841128
MEX,CTG,33,176856,704444255
MEX,CTG,33,3517,14007504
MEX,CTG,33,1992,7935470
MEX,CTG,33,5323,21203263
MEX,CTG,33,23309,92843642
MEX,CTG,33,8033,31995449
MEX,CTG,33,3039,12105908
MEX,CTG,33,1165,4639533
MEX,CTG,33,1105,4400345
MEX,CTG,11,49,194019
MEX,CTG,33,69593,267570632
MEX,CTG,33,164508,632503811
MEX,CTG,33,137214,527561759
MEX,CTG,33,393994,1575942060
MEX,CTG,33,89600,358391936
MEX,CTG,11,48716,194045087
MEX,CTG,11,63691,248805902
MEX,CTG,11,102338,410161062
MEX,CTG,33,2364,9034409
MEX,CTG,82,1241,4943009
MEX,CTG,82,2178,8677093
MEX,CTG,82,781,3111916
MEX,CTG,82,783,3120758
MEX,CTG,82,3028,12062133
MEX,CTG,33,5293,21083809
MEX,CTG,33,2292,9129579
MEX,CTG,33,1106,4407355
MEX,CTG,33,152,606355
MEX,CTG,11,1075,4282683
MEX,CTG,11,124030,496109197
MEX,CTG,11,41343,165369759
MEX,CTG,11,140356,559060037
MEX,CTG,11,111618,444593228
MEX,CTG,33,57,227002
MEX,CTG,33,53062,209519246
MEX,CTG,11,14693,58017399
MEX,CTG,11,98387,397998152
